ID,Identifier,Title,Type,Creator,Creation_Date,Image_URL,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
-1RP-F-2001-7-1480,http://hdl.handle.net/10934/RM0001.COLLECT.704235,Les artistes belges,boek,anonymous,,,,,,
2RP-F-2001-7-1020-41,http://hdl.handle.net/10934/RM0001.COLLECT.678849,Portret van Prescott H. Butler,fotomechanische afdruk,anonymous,1869,,,,,
AK-BR-324,http://hdl.handle.net/10934/RM0001.COLLECT.321537,"Klokvormige kom met bleu poudrÃ©, draken en parels",kom,anonymous,1800,https://lh3.googleusercontent.com/S3wgRasrmmAkDv4PrS1TkUSvnVL4ve-Gpv6oIhutvCCqlqvayWaqBYbnSrlE6X5HrJl2x5yLQuIgm-MO7n3uWdPUOg=s0,,,,
AK-BR-325,http://hdl.handle.net/10934/RM0001.COLLECT.3866,Eivormige vaas met een rood glazuur,vaas,anonymous,1800,https://lh3.googleusercontent.com/kc2u8EkKqRbD7yQzfV3IK9LWT57-5GDd2tCv4tmSZM5OAg-g5JfO_ohTX2tGe8k8STrV-8L4dIi3kBsmwVGlCtszDw=s0,,,,
AK-BR-367,http://hdl.handle.net/10934/RM0001.collect.163127,Ronde doos met goudlak,doos,,1775,https://lh3.ggpht.com/JNbJGaB7EIJqolKXACtFVcYZqxBAfGeLw2hCBtrYlMN73wCqQOepecQcV07X98QPuOt4ooTt2ikRPpGWU0ASyVffapXN=s0,,,,
AK-BR-972,http://hdl.handle.net/10934/RM0001.COLLECT.328281,Kom met draken boven golven,spoelkom,anonymous,1700,https://lh3.googleusercontent.com/OCREg8JrIikKSfYH4NpBWxpQNU7SDcrzd12ITv7ZhhMAKIBvXA6eJEQHPP9ZCcWcz4Cvveox-7a18qU1voKinJdy_g=s0,,,,
AK-BR-BOU-7,http://hdl.handle.net/10934/RM0001.COLLECT.312,Suzuribako met inktsteen en waterdruppelaar,suzuribako,Suisen,1700,https://lh5.ggpht.com/4aeb-Nu_VC6szPFUV_y-IZLordlqX0f9htbntoo5mu0LHnz25bLqLUOWWS79uDRd2Qofp4F4-JuNvjWwmEIk8jZKIqxW=s0,,,,
AK-BR-FLA-1,http://hdl.handle.net/10934/RM0001.COLLECT.335,Rituele lepel,ritueel object,anonymous,-400,https://lh3.googleusercontent.com/Gl2ns9Mx7z0KsfN_i1yBuvt4nMlfdtsYXXwtDZbQYt7wVoX4Y9mOZYxDDwKbC3iUx7ft334q7yRlOLycplmmb-vtbsw=s0,,,,
AK-BR-FLA-2,http://hdl.handle.net/10934/RM0001.COLLECT.338,Graffiguur in de vorm van een hurkende dame,beeld,anonymous,220,https://lh3.googleusercontent.com/DdiZBimiUqhz_peZ2yXBw2bUYF4TBEQZ7TtMYQcTeCcJkkcUpqnUG6JXHWbh2W1T9ZgkXI4fKL7wND-3BXsZDNYBFZo=s0,,,,
AK-BR-FLA-3,http://hdl.handle.net/10934/RM0001.COLLECT.318,Ornament voor de houten steel van een ge,ritueel object,,-1030,https://lh3.googleusercontent.com/4EA0__XC4aDuVYdwwuewyExPn5EueKN7o8kLdNpK6o4piAaNamlWG6Bru_frI9N-efVA83LJxsVvJSW8SwsaQU_29A=s0,,,,
AK-BR-FLA-4-A,http://hdl.handle.net/10934/RM0001.COLLECT.322,Graffiguur van een staand persoon,beeld,anonymous,220,https://lh3.googleusercontent.com/k9xC1TkGQfy6Cxo2hDVbkRSo92QfGdua_tQrBak-n0yWfx8u5lyffMsE67gZVvUfDM-zMzH8_ZftCwZmaIRxjfIAmw=s0,,,,
AK-BR-FLA-4-B,http://hdl.handle.net/10934/RM0001.COLLECT.326,Graffiguur van een staand persoon,beeld,anonymous,220,https://lh3.googleusercontent.com/_DBa0zX8Vx1t8IA2oOyOnWito00trZIY7XabnX8QyKG3VSsTvNuc8hq9jyoNgPz--O9z-L71QQ-vWnQOwoDtUYjBRWkc=s0,,,,
AK-BR-FLA-5-A-1,http://hdl.handle.net/10934/RM0001.COLLECT.682046,Voetstuk van graffiguur in de vorm van een musicerende dame,voetstuk,anonymous,220,https://lh3.googleusercontent.com/1VrMeWSO-nCnmq97SujiaSehrxja5-beVI1blcb_EqPcIFs7YEEF4SA9ZQh1rkmeXWZnoT4FjGu9nEGmh4WG8hFPbI0=s0,,,,
AK-BR-FLA-5-A-2,http://hdl.handle.net/10934/RM0001.COLLECT.682047,Graffiguur in de vorm van een musicerende dame,beeld,anonymous,220,https://lh3.googleusercontent.com/NvXI3UY1SxDJviBx7DAiQ7GR_JczMwS5kJYFh3e5bo3JG7oABsLhlysOeyz4TCM5gcCLKIgnIMYTeWadmcBTIFwqiFY=s0,,,,
AK-BR-FLA-5-A,http://hdl.handle.net/10934/RM0001.COLLECT.327,Graffiguur in de vorm van een musicerende dame,beeld,anonymous,220,https://lh3.googleusercontent.com/3lZ51I00AIa5KZ7g0ta82UAOJsHV_Tab_OnVqTcLx_Wi2Un22F-tZzWkwcYWOqoaLEInUfce9GVIWnKfbcBkdAgcKZE=s0,,,,
AK-BR-FLA-5-B-1,http://hdl.handle.net/10934/RM0001.COLLECT.682048,Voetstuk van graffiguur in de vorm van een musicerende dame,voetstuk,anonymous,220,https://lh3.googleusercontent.com/Hm0admc0da4EyU9vR6t-HjbLdV_Cu4Brau_884esPJFwcbvpOtIaywmRIoDKxFom1UlLhdYCiE5V3vs-70kc1Mz8NJc=s0,,,,
AK-BR-FLA-5-B-2,http://hdl.handle.net/10934/RM0001.COLLECT.682049,Graffiguur in de vorm van een musicerende dame,beeld,anonymous,220,https://lh3.googleusercontent.com/bTnlk-k9zbX-_lZN4QX3Fj3JYXNIBV8Gy9C5jL2MrKBaBhTw95Zn6ve8OH781PJkMsUspEMjg5mPxvfDCdzbXywZAQ8=s0,,,,
AK-BR-FLA-5-B,http://hdl.handle.net/10934/RM0001.COLLECT.331,Graffiguur in de vorm van een musicerende dame,beeld,anonymous,220,https://lh3.googleusercontent.com/TSHNzuVr4xgbfhvCWThFzmML4Rs7GlWrnzBra6fIgCaJtY1FBqrhHAAKKBoP3URF8zzCVQdNeitUOMXll7TXbWzAEzI=s0,,,,
AK-BR-FLA-5-C-1,http://hdl.handle.net/10934/RM0001.COLLECT.682050,Voetstuk van graffiguur in de vorm van een musicerende dame,voetstuk,anonymous,220,https://lh3.googleusercontent.com/X9h2To-AifQQRfwtTZPEgq3oZ5zKZ8vOspidPJXNuwNzHgA5-Syi1CGwHgpZYeozvV_quFcpI0Z9WX8pELO-H-ZRhA=s0,,,,
AK-BR-FLA-5-C-2,http://hdl.handle.net/10934/RM0001.COLLECT.682051,Graffiguur in de vorm van een musicerende dame,beeld,anonymous,220,https://lh3.googleusercontent.com/9afu3rYApy4I-yDrlNSMcgNaLHSWMXQxLUcGAXjJOmh8-zksbUfRd30h6QeeYRJuSC9E6I_MNzpSGNJ4ABpCw7ZlqTs=s0,,,,
AK-BR-FLA-5-C,http://hdl.handle.net/10934/RM0001.COLLECT.333,Graffiguur in de vorm van een musicerende dame,beeld,anonymous,220,https://lh3.googleusercontent.com/qUKH5-hbUAPA045TbFQhXIKRVup_xnQsBxkzQSKMgPk5f_F_K0eck5-OSq5Ex0KjV8eS91r2eM7Wqik5RWW_O3xMJ6Y=s0,,,,
AK-BR-FLA-5-D-1,http://hdl.handle.net/10934/RM0001.COLLECT.682052,Voetstuk van graffiguur in de vorm van een musicerende dame,voetstuk,anonymous,220,https://lh3.googleusercontent.com/uSJQ6wm8bup4EOCc2E9F8aN--wSJsGMKciAwcEjg-k8jM3MzIAV6d2JXrRjdi4fxxMp6ncB-9SyJyD_DJFoRRO3E7A0=s0,,,,
AK-BR-FLA-5-D-2,http://hdl.handle.net/10934/RM0001.COLLECT.682053,Graffiguur in de vorm van een musicerende dame,beeld,anonymous,220,https://lh3.googleusercontent.com/GfUPvkKQT3hVq0VI-SFptdR5MFs1eDtmgvrcXauBUNn_VNoHJshIzXlNyA5SbIl6Pc5dgmmURY_m2mmPUpeJfqmhZqg=s0,,,,
AK-BR-FLA-5-D,http://hdl.handle.net/10934/RM0001.COLLECT.334,Graffiguur in de vorm van een musicerende dame,beeld,anonymous,220,https://lh3.googleusercontent.com/rD5ArNUTwNecjTU8YWKXKp-HS7CN2D8mZ4GKUmun4dGW-H9uL0sviBV-QTiO1M697cn2g3s_6Vjkemhq7e0GzsSXoG4=s0,,,,
AK-BR-FLA-6,http://hdl.handle.net/10934/RM0001.COLLECT.320,Ritueel mes,ritueel object,anonymous,-1400,https://lh3.googleusercontent.com/ArHGH1bVZOB9kzFVgzgamVCJfsOak9eFOrEUhAyi21He5rG407nnySXtDPN7KVVz4SCKj5OSM-aWMShX0fdZIRKhSQk=s0,,,,
AK-BR-FLA-7,http://hdl.handle.net/10934/RM0001.COLLECT.319,Gordelhaak in de vorm van een vogel,kleding,anonymous,-1030,https://lh3.googleusercontent.com/K4K1HSbq8ibhpZeQTcRe4a2TkbnWlQ4tamHASdhGb4-ZCcsO-KnhTDWmsV8383UWeIBA2Hppt29E9TCXHfRb2gt77w=s0,,,,
AK-BR-FLA-8,http://hdl.handle.net/10934/RM0001.COLLECT.317,Dolkbijl,ritueel object,anonymous,-1200,https://lh3.googleusercontent.com/owdoIGH8mF4S39796SEm_NAC-XoECmTznnJEZq9GLM1xjKz3vX5bC_G08vblPyOVCEhuOohxXrv3DhmAhtmsyhz52jH7=s0,,,,
AK-BR-GRO-1,http://hdl.handle.net/10934/RM0001.COLLECT.340,Sakyamuni,beeldhouwwerk,anonymous,1700,https://lh3.googleusercontent.com/5vJclEBNORhZaeltGr3-XhtSpWJND3POqP0snIgIDLDUPxuad5WZw3A0V1b9oXMUqprQFzlDPu_nJidIaSGnTtIVkPw=s0,,,,
AK-BR-GUE-1,http://hdl.handle.net/10934/RM0001.COLLECT.344,Album,album,Kano Yasunobu,1700,https://lh3.googleusercontent.com/kAd541WLGdXJfMpVD7V4WwdDO3dyPDprvrZ083irIinNvLOlJBh-npXvOCZQHR-4an6KYGNzr-yb_rKmz9Ei4IsNTVEk=s0,,,,
AK-BR-GUE-2,http://hdl.handle.net/10934/RM0001.COLLECT.346,No-kostuum,kleding,,1700,,,,,
AK-BR-JAN-1,http://hdl.handle.net/10934/RM0001.collect.394,Shotoku Taishi,beeldhouwwerk,anonymous,1200,https://lh3.googleusercontent.com/bdj4myQTWVK3wSXxs9nOq2K0vvGgWd3u--1ty3f7IX9yNm0k9eQzGmv4FnCWZ-hGFnjdXcy1gFiM4jAK_SeoO-mQgA=s0,,,,
AK-BR-VIS-1,http://hdl.handle.net/10934/RM0001.COLLECT.454,Eivormige kan met oor in de vorm van een draak,kan,anonymous,800,https://lh3.googleusercontent.com/vV3y2HepmRa6Az9lMJ-UQjiJYN9dGQwcXOtj31-vJDbzEKHOwj1s6uyt-GcL0kpyoxPFZ-TlGnE2wyRNLOgGDWAeANI=s0,,,,
AK-C-2012-1,http://hdl.handle.net/10934/RM0001.COLLECT.507705,Keizerlijke geschenkdoos,doos,lacquerer,1920,https://lh5.ggpht.com/kILCTBZWjZUxM2_LC5nMX3GZWhZqegHl77zlK1033GiCw4MGX1uCMYsaQsURb4RfHSbaubaY2SvhLU37TAZ0z6RNYw=s0,,,,
AK-C-2012-10,http://hdl.handle.net/10934/RM0001.COLLECT.507761,Kam met kabuki-theater acteur,kam,Shunsho (lakwerker),1800,,,,,
AK-C-2012-11,http://hdl.handle.net/10934/RM0001.COLLECT.507762,Lakdoos om voedsel in te bewaren,lakdoos,"ChÃ´kan, Sano",1830,,,,,
AK-C-2012-12,http://hdl.handle.net/10934/RM0001.COLLECT.507763,Theebus van lakwerk,theebus,"Shoka, Tsujimura",1925,,,,,
AK-C-2012-13,http://hdl.handle.net/10934/RM0001.COLLECT.507764,Schrijfcassette van lakwerk,schrijfcassette,lacquerer,1889,https://lh3.ggpht.com/MkeWxVytDZ_9drflnNByHY_ucP0KgPVUaDpTz1Mt4cr_WbBYIiiJZ18bSMzPtbQrzH1OT3IMFLaOVbiEdUVA9qiIfzaG=s0,,,,
AK-C-2012-14,http://hdl.handle.net/10934/RM0001.COLLECT.507765,Schrijfcassette van lakwerk,schrijfcassette,lacquerer,1910,https://lh3.googleusercontent.com/K5_h_YiryP7zOVzuqYjSOxvn0u2R3QG9oW9SM-NbCrOxYnavPrJAoA80ErcVKTia_ROt_Kx1kLrthU5Ft5JUXnYQtEQ=s0,,,,
AK-C-2012-15-1,http://hdl.handle.net/10934/RM0001.COLLECT.507766,Presenteerblad (midarebon) van lakwerk,presenteerblad,"Hakuyo, Takai",1937,,,,,
AK-C-2012-15-2,http://hdl.handle.net/10934/RM0001.COLLECT.514475,Presenteerblad (midarebon) van lakwerk,presenteerblad,"Hakuyo, Takai",1937,,,,,
AK-C-2012-16,http://hdl.handle.net/10934/RM0001.COLLECT.507767,Pijpenfoedraal van lakwerk,pijpenfoedraal,"Kosai, Tsuzuki",1900,https://lh3.googleusercontent.com/bgMeptYP0Q1i-EzbHeXDhKeRJ1JleInAcWJGUf-3HIgen2xOXbJhsJtBLXLVeyg4LgioJoGWEQmw39I3kNiZEkPDcuM=s0,,,,
AK-C-2012-17,http://hdl.handle.net/10934/RM0001.COLLECT.507768,Lakdoos om theekopjes in op te bergen,lakdoos,"Insho, Domoto",1920,,,,,
AK-C-2012-18,http://hdl.handle.net/10934/RM0001.COLLECT.507769,Juwelendoos van lakwerk getiteld 'Still Night',juwelendoos,"Kagari, Miyoshi",1998,,,,,
AK-C-2012-19,http://hdl.handle.net/10934/RM0001.COLLECT.507770,Schrijfcassette van lakwerk,schrijfcassette,"Hoshin, Shoji",1920,,,,,
AK-C-2012-20,http://hdl.handle.net/10934/RM0001.COLLECT.507771,Make-updoos van lakwerk,make-updoos,"Kiho, Adachi",1935,,,,,
AK-C-2012-21-1,http://hdl.handle.net/10934/RM0001.COLLECT.514476,Schrijfcassette van lakwerk,schrijfcassette,"Shuetsu, Koda",1910,,,,,
AK-C-2012-21-2,http://hdl.handle.net/10934/RM0001.COLLECT.514477,Papierlade van lakwerk,papierlade,"Shuetsu, Koda",1910,,,,,
AK-C-2012-21,http://hdl.handle.net/10934/RM0001.COLLECT.507772,"Schrijfcassette met papierlade, van lakwerk",schrijfcassette,"Shuetsu, Koda",1910,,,,,
AK-C-2012-22,http://hdl.handle.net/10934/RM0001.COLLECT.507773,Pijpenfoedraal van lakwerk,pijpenfoedraal,Bokkoku,1900,,,,,
AK-C-2012-23,http://hdl.handle.net/10934/RM0001.COLLECT.507774,Pijpenfoedraal van lakwerk,pijpenfoedraal,"Hokei, Matsuki",1880,,,,,
AK-C-2012-24,http://hdl.handle.net/10934/RM0001.COLLECT.507776,Schrijfcassette van lakwerk,schrijfcassette,"Shobei, Hagino",1900,,,,,
AK-C-2012-25,http://hdl.handle.net/10934/RM0001.COLLECT.507777,Schrijfcassette van lakwerk met tsuyukusa (gewone commelina),schrijfcassette,"Eiji, Furuyama",1900,,,,,
AK-C-2012-27,http://hdl.handle.net/10934/RM0001.COLLECT.507779,Rond presenteerblad van lakwerk,presenteerblad,"Kajo, Okumura",1930,https://lh6.ggpht.com/LKGBVM0DLos2wpwI9IwdadcrzI3UYL0SB6cNzjg6_T4iBMrAjJIC6GqsS5PpP0QOETW_WiwPLnwA__7fpyjtfwXfXTHG=s0,,,,
AK-C-2012-28-1,http://hdl.handle.net/10934/RM0001.COLLECT.514328,Documentenkoker van Japans lakwerk,documentkoker,anonymous,1684,,,,,
AK-C-2012-28-2,http://hdl.handle.net/10934/RM0001.COLLECT.514329,Document van de VOC door Constantin Ranst de Jonge,document,"Ranst de Jonge, Constantin",1684,,,,,
AK-C-2012-28-3,http://hdl.handle.net/10934/RM0001.COLLECT.514330,Document van de VOC door Joannes Camphuys,document,"Camphuys, Johannes",1690,,,,,
AK-C-2012-28-4,http://hdl.handle.net/10934/RM0001.COLLECT.514331,Document van de VOC door Joannes Camphuys,document,"Camphuys, Johannes",1687,,,,,
AK-C-2012-28-5,http://hdl.handle.net/10934/RM0001.COLLECT.514332,Document van de VOC door Willem van Outhoorn,document,"Outhoorn, Willem van",1692,,,,,
AK-C-2012-28,http://hdl.handle.net/10934/RM0001.COLLECT.514323,Documentenkoker van Japans lakwerk met daarin vier documenten,documentkoker,anonymous,1684,,,,,
AK-C-2012-4,http://hdl.handle.net/10934/RM0001.COLLECT.507708,Ronde wierookdoos,wierookdoos,lacquerer,1923,https://lh3.googleusercontent.com/mE2FqPq3RyeLdJZvdNjmtea5fG-LerDbkYR1Klw6RI8LWy3z0jMyZ67BPNVz7Kw0QFyIbhhX9vCeg_UteZCPQHJhK8U=s0,,,,
AK-C-2012-5,http://hdl.handle.net/10934/RM0001.COLLECT.507713,Schrijfcassette met papierlade,schrijfcassette,lacquerer,1930,,,,,
AK-C-2012-6,http://hdl.handle.net/10934/RM0001.COLLECT.507715,Lakdoos,lakdoos,"Jiho, Mitamura",1920,,,,,
AK-C-2012-7,http://hdl.handle.net/10934/RM0001.COLLECT.507717,Sigarendoos,sigarendoos,"Keishin, Ikeda",1900,,,,,
AK-C-2012-8,http://hdl.handle.net/10934/RM0001.COLLECT.507759,Presenteerblad van lakwerk,presenteerblad,lacquerer,1910,https://lh3.googleusercontent.com/348_t1O8zki9gCVvMhiobbsrIjMZVHa7Jqwt7Ubny8psZhdzxxAiLeCkLLC87nFPXYOBB5B9xe7D7rgJYyt8Zqmj9kgE=s0,,,,
AK-C-2012-9,http://hdl.handle.net/10934/RM0001.COLLECT.507760,Presenteerblad van lakwerk,presenteerblad,lacquerer,1910,,,,,
AK-C-2016-1,http://hdl.handle.net/10934/RM0001.COLLECT.638496,Schrijfdoos met de Sarusawa vijver,schrijfcassette,Funabashi ShÅ«min,1905,https://lh3.googleusercontent.com/RwbPs9qnAwhN3BviRgIhLgb2yvm0DA5wMKCG50CnvXiIrFKQ3ITzrQo3pWoz13RXfVJTHOjFqY0qDXJ_JXiSzLkZh3U=s0,,,,
AK-C-2016-10,http://hdl.handle.net/10934/RM0001.COLLECT.638505,Sigarettendoos met goudleer,doos,Kamisaka Yukichi,1920,https://lh3.googleusercontent.com/yp9NK0gY81eg-ZMUuPgo01Zo9Q24tucnnJBRbYwf3dHKJUxpK0rbO2p4EV7C0t0-6ufGCxJ16Ksyv79udCcItu7X=s0,,,,
AK-C-2016-11,http://hdl.handle.net/10934/RM0001.COLLECT.638506,Set van vijf schalen,schaal,diverse vervaardigers,1920,,,,,
AK-C-2016-12,http://hdl.handle.net/10934/RM0001.COLLECT.638507,Doos,doos,Yoshida Kin'ei,1930,,,,,
AK-C-2016-13,http://hdl.handle.net/10934/RM0001.COLLECT.638508,Doos,doos,Shimada Shunko,1930,,,,,
AK-C-2016-14,http://hdl.handle.net/10934/RM0001.COLLECT.638509,Doos,doos,Tsuda Sokan,1910,https://lh3.googleusercontent.com/W2VVkoSs7x7PK_ywHDMptW2NWB5BBih1wnPgMWlX-F8fA4btp90xt4B_4mqhythsA4Y_Sc7_PQ7kv99h0JGjkE2ZSdQ=s0,,,,
AK-C-2016-15,http://hdl.handle.net/10934/RM0001.COLLECT.638510,Doos,doos,anonymous,1900,,,,,
AK-C-2016-2,http://hdl.handle.net/10934/RM0001.COLLECT.638497,Doos getiteld Inner Light,doos,Sasaki Gakuto,2012,,,,,
AK-C-2016-3,http://hdl.handle.net/10934/RM0001.COLLECT.638498,Doos getiteld MIRAGE blue,doos,Sasaki Gakuto,2012,,,,,
AK-C-2016-4,http://hdl.handle.net/10934/RM0001.COLLECT.638499,Schrijfdoos met sarasa patroon,schrijfcassette,Inai Guokuho,1900,https://lh3.googleusercontent.com/cAihp36EE4JLYrqb8UnPxGfcmgdshg1tJpY9D_CYbdo135GqGKM8ss9eXmaxnhvmQt5Mx3KRb206uG2n-a9gWCiraQKf=s0,,,,
AK-C-2016-5,http://hdl.handle.net/10934/RM0001.COLLECT.638500,Dienblad voor poeziÃ«papier met veren,dienblad,Ichimura Jinsai,1920,,,,,
AK-C-2016-6,http://hdl.handle.net/10934/RM0001.COLLECT.638501,Schrijfdoos met tempelpoort,schrijfcassette,Koda Shuetsu,1920,https://lh3.googleusercontent.com/O4gEFJxHzHL02lugKR24y2HjC3B4qQ2JlFMzTwRsW3i1T0m0i1-U_mInijcEnsEL7zdr4_84v2Hhg9q0pEDY-a3z41f7=s0,,,,
AK-C-2016-7,http://hdl.handle.net/10934/RM0001.COLLECT.638502,Dienblad voor zoetigheden met shishi,dienblad,Takenaka BifÅ«,1925,,,,,
AK-C-2016-8,http://hdl.handle.net/10934/RM0001.COLLECT.638503,Doos,doos,"Jisei, Uono",1920,,,,,
AK-C-2016-9,http://hdl.handle.net/10934/RM0001.COLLECT.638504,Doos,doos,"Sekka, Kamisaka",1910,,,,,
AK-C-2019-1-1,http://hdl.handle.net/10934/RM0001.COLLECT.744135,Vierkante doos voor poeziekaarten,lakdoos,Kamisaka Yukichi,1920,https://lh3.googleusercontent.com/kg0rvsEhkn19MSSzLYnjM7QUnka1kskmeENbIgF5vafnncoeO5xrGv51m4OckDPTKtH1ZFz-Wqutd1XNqKM3E7xaG7Q=s0,,,,
AK-C-2019-1-2,http://hdl.handle.net/10934/RM0001.COLLECT.744136,Langwerpige doos voor poeziekaarten,lakdoos,Kamisaka Yukichi,1920,https://lh3.googleusercontent.com/D8wWEDkOO2p3NV0TDBsxIejjXrUWIEZevo5--aPlb3sA-nk1I0tmJWVl0L5lVun5wRIycwl6Z0aZN3ocx-78qfN6Lbg=s0,,,,
AK-C-2019-1,http://hdl.handle.net/10934/RM0001.COLLECT.743670,Set van twee dozen voor poeziekaarten van de 36 Onsterfelijken,lakdoos,Kamisaka Yukichi,1920,https://lh3.googleusercontent.com/XlpdJH07BtbxCBoX-TIOdFs84Ws1W4dKQaB5c1NjITq9Ve1URx5OQNXtC6RH_nfv77VL52fmTftFQp334CPb28LLS3E=s0,,,,
AK-C-2019-2,http://hdl.handle.net/10934/RM0001.COLLECT.743671,Dienblad,dienblad,Inoue Kinka,1920,,,,,
AK-C-2019-3,http://hdl.handle.net/10934/RM0001.COLLECT.743672,Schrijfdoos,schrijfcassette,KÅmo TÅzan,1920,,,,,
AK-C-2019-4,http://hdl.handle.net/10934/RM0001.COLLECT.743673,Rond blad op een voet,blad,Koshida Bizan,1920,,,,,
AK-C-2019-5,http://hdl.handle.net/10934/RM0001.COLLECT.743674,Opbergdoos  'Draak',doos,GosaburÅ  DÅmoto,1929,,,,,
AK-C-2019-6-1,http://hdl.handle.net/10934/RM0001.COLLECT.744157,Zilveren lak kom met een galopperend paard en een kalebas,kom,Tanaka Ikka,1920,,,,,
AK-C-2019-6-2,http://hdl.handle.net/10934/RM0001.COLLECT.744158,Zilveren lak kom met irisses en de achtvoudige brug,kom,Tanaka Ikka,1920,,,,,
AK-C-2019-6-3,http://hdl.handle.net/10934/RM0001.COLLECT.744159,Zilveren lak kom met een kreeft en schelpen,kom,Tanaka Ikka,1920,,,,,
AK-C-2019-6-4,http://hdl.handle.net/10934/RM0001.COLLECT.744160,Zilveren lak kom met een vliegende gans en susuki gras,kom,Tanaka Ikka,1920,,,,,
AK-C-2019-6-5,http://hdl.handle.net/10934/RM0001.COLLECT.744161,"Zilveren lak kom met een haan, een hen en een kip met een waterbuis van bamboe",kom,Tanaka Ikka,1920,,,,,
AK-C-2019-6,http://hdl.handle.net/10934/RM0001.COLLECT.743675,Set van 5 zilveren lak kommen,kom,Tanaka Ikka,1920,,,,,
AK-C-2019-7,http://hdl.handle.net/10934/RM0001.COLLECT.743676,sigarenkoker,sigarendoos,anonymous,1920,,,,,
AK-KOG-1280-14-A,http://hdl.handle.net/10934/RM0001.COLLECT.356704,Muiltje van geborduurde zijde,dameskleding,anonymous,1700,https://lh3.googleusercontent.com/l4UultcS8DmhsNcyfuHPO7bwjagkU28_at2HolihlD4mUDv_VotaQFLcSExzwORE2p2UtA8buxci2PTARbaamqZrAVNp=s0,,,,
AK-KOG-1280-14-B,http://hdl.handle.net/10934/RM0001.COLLECT.356706,Muiltje van geborduurde zijde,dameskleding,anonymous,1700,https://lh3.googleusercontent.com/K-C_zdoPvxnBhJfQiv68M6JAUb-qWGlcF3fTgn8dlMsyQuFtp4t2lUwibqXxJywnNCDV-Fv2jZ3rvuoGsEJ1leuV7CZ2=s0,,,,
AK-KOG-1751,http://hdl.handle.net/10934/RM0001.COLLECT.354736,Schaal met vier herten in een landschap,schaal,anonymous,1600,https://lh6.ggpht.com/oY7zfPzWF6GtVGaojMZ9z5WCoIbeiTAnbBxQ9_8__Kna3Wc6HYRU4NCvpkDZPCmcGs-O8MLpIJRMGVTJcipAFq8nSuEK=s0,,,,
AK-KOG-2472-A,http://hdl.handle.net/10934/RM0001.COLLECT.3867,Vaas met decoratieve banden en twee leeuwenkoppen met ringvormige oren,vaas,anonymous,1800,https://lh3.googleusercontent.com/GTfbgBqgBrCkVBxGB1agEx4k4uI3mxI-z3VqK_n0NRmBLS6-k6xoi2cbLVYbiTi3kJkrmFNnEjhoyR_Ci86nXrmtkQ=s0,,,,
AK-KOG-2472-B,http://hdl.handle.net/10934/RM0001.COLLECT.3868,Vaas met decoratieve banden en twee leeuwenkoppen met ringvormige oren,vaas,anonymous,1800,https://lh3.googleusercontent.com/0wE1n5fD9OvG-LCa2olJaVlXxosnNZRr6t06-OBEdJHcGUL90Ro8lsAA7B3e-JN5Mg3hlvH3QCMTfMsPjeab7j9z=s0,,,,
AK-KOG-306,http://hdl.handle.net/10934/RM0001.COLLECT.3378,Schotel met bloemenvaas en vakdecoratie,schotel,anonymous,1650,,,,,
AK-KOG-311-A,http://hdl.handle.net/10934/RM0001.COLLECT.3273,Peervormige vaas met een gecraqueleerd glazuur,vaas,anonymous,1800,https://lh3.googleusercontent.com/zKGrpEaTOqT9y8zY-BMGbcE6ZFw4tuPMCcEIkP8wKyOtSZYnBIMJzffaJuxWYKhEss_BlIb9PVt1W57TP-uJKbXwCMU_=s0,,,,
AK-KOG-311-B,http://hdl.handle.net/10934/RM0001.COLLECT.353245,Peervormige vaas met een gecraqueleerd glazuur,vaas,anonymous,1800,https://lh3.googleusercontent.com/yN3PM6QULXDEEsAss2NjRUTe1hYdym_mivjdI3lVPUJ5Gwz_QAqnfBzqpqttuFahLIo9NbLqu76-CO6uAqOG-6owQw9G=s0,,,,
AK-KOG-312,http://hdl.handle.net/10934/RM0001.COLLECT.4288,Cilindrische pot met een crÃ¨mekleurig glazuur,pot,anonymous,1700,https://lh3.googleusercontent.com/fcJ_oE3NIPbZMYx0BNpSUB3sA8Buyc8a0o0K5Ddulr9BAYh6D-twMN46bls4wWbMlcHYPWKBK8n1nkhOwDyByIAtRw=s0,,,,
AK-KOG-313-1-1,http://hdl.handle.net/10934/RM0001.COLLECT.681260,Eivormige theepot met een voorstelling van de kruisiging,theepot,anonymous,1780,,,,,
AK-KOG-313-1-2,http://hdl.handle.net/10934/RM0001.COLLECT.681261,Deksel van eivormige theepot met een voorstelling van de kruisiging,deksel,anonymous,1780,,,,,
AK-KOG-313-1,http://hdl.handle.net/10934/RM0001.COLLECT.353684,Eivormige theepot met een voorstelling van de kruisiging,theepot,anonymous,1780,https://lh3.ggpht.com/GxYPE6b_dZKsUc9zW1XK79ws_kzeh50ZzPKB-nc_67ZCOHdz-EMQVw_Lj84dM1yb3v_03R5bhLOv_2Q42IHizvtOJUOd=s0,,,,
AK-KOG-313-10,http://hdl.handle.net/10934/RM0001.COLLECT.353693,Schaal met een voorstelling van de kruisiging,schaal,anonymous,1780,https://lh4.ggpht.com/P5dxMJgNyFuHomHkhxnzNTKeA_msPC0JSgb5PEyKvIvKz4dAdQo8LI4_oiOxntmM6G4v5SaThWuZ1FxZ_-xPQMolr8k=s0,,,,
